Genome,World-wide Prevalence,World-wide Abundance,Hadza Prevalence,Hadza Abundance,Hunter-gatherer Lifestyle Prevalence,Hunter-gatherer Lifestyle Abundance,Transitional lifestyle prevalence,Transitional Lifestyle Abundance,Industrial Lifestyle Prevalence,Industrial Lifestyle Abundance,GTDB Taxonomy,Phylum,Species name,New species compared to UHGG?,P-value?,#NAME?,Change in prevalence,Percentile Rank,Special Taxa?
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_P_14_2348.49.fa,0.072222222,2.07E-06,0.651851852,2.36E-06,0.4082397,2.25E-06,0.036020583,1.13E-06,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__,Firmicutes_A,Faecalibacterium sp.,TRUE,2.98E-95,94.52548199,-0.651851852,97.75485437,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_P_3_2141.98.fa,0.048888889,2.05E-06,0.651851852,2.05E-06,0.329588015,2.05E-06,0,,0,,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,Actinobacteriota,Collinsella sp.,TRUE,2.98E-95,94.52548199,-0.651851852,97.75485437,VANISH
GUT_GENOME275692.fna,0.311666667,1.72E-05,0.8,2.17E-05,0.700374532,1.65E-05,0.591766724,1.80E-05,0.030526316,1.29E-05,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900556795,Bacteroidota,Prevotella sp900556795,FALSE,1.72E-94,93.76373619,-0.769473684,97.69417476,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_12_1556.417.fa,0.071111111,1.05E-05,0.674074074,1.39E-05,0.378277154,1.27E-05,0.041166381,2.52E-06,0.003157895,3.36E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P ventriculi,Firmicutes_A,Clostridium_P ventriculi,FALSE,3.44E-94,93.4633357,-0.670916179,97.65372168,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_O_4_1196.89.fa,0.064444444,1.53E-06,0.644444444,1.80E-06,0.370786517,1.64E-06,0.02915952,8.60E-07,0,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__,Bacteroidota,Parabacteroides sp.,TRUE,6.20E-94,93.20759269,-0.644444444,97.61326861,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_D_9_CHE0010BZ.91.fa,0.121111111,1.74E-06,0.651851852,2.18E-06,0.498127341,2.02E-06,0.144082333,1.30E-06,0.001052632,1.83E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__,Firmicutes_A,Faecalibacterium sp.,FALSE,2.53E-93,92.59682219,-0.65079922,97.57281553,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_A_6_1816.13.fa,0.057777778,2.12E-06,0.696296296,2.27E-06,0.355805243,2.25E-06,0.003430532,8.99E-07,0.007368421,7.64E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia;s__,Firmicutes_A,Marvinbryantia sp.,TRUE,3.06E-93,92.51480757,-0.688927875,97.53236246,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_B_15_1593.194.fa,0.133888889,6.83E-07,0.755555556,1.11E-06,0.449438202,1.01E-06,0.174957118,3.67E-07,0.02,3.41E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__,Firmicutes_A,Ruminococcaceae sp.,FALSE,3.67E-93,92.43483554,-0.735555556,97.49190939,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_L_2_2317.73.fa,0.094444444,1.28E-06,0.659259259,1.73E-06,0.415730337,1.52E-06,0.097770154,7.87E-07,0.002105263,1.45E-06,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__,Firmicutes_C,Phascolarctobacterium_A sp.,TRUE,5.24E-93,92.28045019,-0.657153996,97.45145631,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_D_4_2182.396.fa,0.065,4.55E-06,0.637037037,5.81E-06,0.352059925,5.40E-06,0.039451115,1.09E-06,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__,Firmicutes,Catenibacterium sp.,FALSE,1.26E-92,91.89822328,-0.637037037,97.3907767,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_P_2_2343.144.fa,0.066666667,2.17E-06,0.637037037,2.48E-06,0.374531835,2.34E-06,0.034305317,1.33E-06,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__,Firmicutes_A,Faecalibacterium sp.,TRUE,1.26E-92,91.89822328,-0.637037037,97.3907767,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_G_14_1102.294.fa,0.098333333,4.24E-06,0.696296296,5.63E-06,0.449438202,4.77E-06,0.084048027,3.00E-06,0.008421053,3.91E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__,Bacteroidota,RC9 sp.,TRUE,3.74E-92,91.42758,-0.687875244,97.33009709,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_1_1586.166.fa,0.087777778,3.54E-06,0.644444444,5.48E-06,0.411985019,4.51E-06,0.080617496,1.29E-06,0.001052632,2.24E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp900546445,Bacteroidota,RC9 sp900546445,FALSE,5.20E-92,91.28426767,-0.643391813,97.28964401,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_24_2678.30.fa,0.080555556,1.24E-06,0.651851852,1.51E-06,0.415730337,1.37E-06,0.054888508,8.37E-07,0.002105263,8.17E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__,Firmicutes_A,Faecalibacterium sp.,TRUE,1.09E-91,90.96436082,-0.649746589,97.24919094,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_16_1621.520.fa,0.073888889,5.59E-06,0.62962963,6.35E-06,0.393258427,5.65E-06,0.048027444,5.37E-06,0,,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D sp900539255,Campylobacterota,Campylobacter_D sp900539255,FALSE,2.53E-91,90.59719328,-0.62962963,97.18851133,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_H_1_1976.34.fa,0.066666667,1.40E-06,0.62962963,1.53E-06,0.370786517,1.47E-06,0.036020583,1.09E-06,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__,Firmicutes_A,Faecalibacterium sp.,TRUE,2.53E-91,90.59719328,-0.62962963,97.18851133,VANISH
GUT_GENOME033251.fna,0.353333333,2.15E-05,0.844444444,2.98E-05,0.779026217,2.28E-05,0.648370497,2.22E-05,0.052631579,1.03E-05,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434515,Bacteroidota,Prevotella sp000434515,FALSE,3.17E-91,90.49903328,-0.791812865,97.12783172,VANISH
GUT_GENOME107760.fna,0.264444444,1.24E-05,0.785185185,1.24E-05,0.63670412,1.28E-05,0.473413379,1.29E-05,0.031578947,6.21E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975,Bacteroidota,Prevotella sp000434975,FALSE,5.22E-91,90.28234699,-0.753606238,97.08737864,VANISH
GUT_GENOME018425.fna,0.156111111,2.71E-06,0.659259259,4.51E-06,0.449438202,3.72E-06,0.269296741,1.98E-06,0.004210526,5.46E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp000431495,Firmicutes_A,CAG-791 sp000431495,FALSE,3.40E-90,89.46806774,-0.655048733,97.04692557,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_13_2496.92.fa,0.060555556,5.64E-06,0.622222222,6.91E-06,0.333333333,6.57E-06,0.034305317,1.51E-06,0,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4334;s__,Bacteroidota,UBA4334 sp.,FALSE,4.96E-90,89.30432938,-0.622222222,97.00647249,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_N_9_1519.136.fa,0.172222222,2.12E-06,0.748148148,3.63E-06,0.498127341,3.06E-06,0.265866209,1.50E-06,0.023157895,7.71E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900554275,Firmicutes_A,CAG-83 sp900554275,FALSE,1.55E-89,88.80878095,-0.724990253,96.96601942,VANISH
GUT_GENOME277265.fna,0.131666667,1.10E-06,0.696296296,1.48E-06,0.419475655,1.34E-06,0.195540309,8.77E-07,0.011578947,8.94E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900552015,Firmicutes_A,ER4 sp900552015,FALSE,3.74E-89,88.42711553,-0.684717349,96.92556634,VANISH
GUT_GENOME024743.fna,0.165,4.28E-06,0.666666667,4.88E-06,0.483146067,4.46E-06,0.276157804,4.26E-06,0.007368421,1.46E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900546575,Bacteroidota,Prevotella sp900546575,FALSE,6.05E-88,87.21834277,-0.659298246,96.88511327,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_10_2632.240.fa,0.1,7.83E-06,0.637037037,1.08E-05,0.464419476,8.98E-06,0.090909091,5.44E-06,0.003157895,2.87E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__,Firmicutes_A,CAG-180 sp.,FALSE,1.24E-87,86.90780137,-0.633879142,96.84466019,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_20_1180.317.fa,0.053333333,1.59E-06,0.607407407,1.71E-06,0.31835206,1.67E-06,0.018867925,9.42E-07,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__,Firmicutes,Holdemanella sp.,TRUE,1.81E-87,86.74243994,-0.607407407,96.80420712,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_D_2_1542.181.fa,0.096111111,2.43E-06,0.614814815,3.13E-06,0.400749064,2.78E-06,0.111492281,1.83E-06,0.001052632,3.11E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900545495,Firmicutes_A,CAG-83 sp900545495,TRUE,7.62E-87,86.11804693,-0.613762183,96.76375405,VANISH
GUT_GENOME024263.fna,0.143888889,3.34E-06,0.644444444,4.85E-06,0.475655431,4.11E-06,0.217838765,2.48E-06,0.005263158,5.86E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp900549585,Bacteroidota,Parabacteroides sp900549585,FALSE,2.39E-86,85.62183172,-0.639181287,96.72330097,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_B_21_1589.140.fa,0.049444444,6.80E-07,0.6,6.63E-07,0.310861423,6.60E-07,0.010291595,9.58E-07,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__SFFH01;s__,Firmicutes_A,SFFH01 sp.,TRUE,3.36E-86,85.47309999,-0.6,96.64239482,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_24_1168.271.fa,0.053888889,2.12E-06,0.6,2.15E-06,0.34082397,2.20E-06,0.010291595,7.74E-07,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA636;s__,Firmicutes,UBA636 sp.,TRUE,3.36E-86,85.47309999,-0.6,96.64239482,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_18_2626.299.fa,0.081666667,1.71E-05,0.6,2.00E-05,0.400749064,1.78E-05,0.068610635,1.52E-05,0,,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp900541995,Spirochaetota,Treponema_D sp900541995,FALSE,3.36E-86,85.47309999,-0.6,96.64239482,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_1_1719.153.fa,0.066111111,1.25E-06,0.592592593,1.62E-06,0.352059925,1.45E-06,0.042881647,5.14E-07,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__,Firmicutes_A,CAG-83 sp.,TRUE,6.15E-85,84.21129662,-0.592592593,96.56148867,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_17_1727.140.fa,0.162777778,1.69E-06,0.733333333,2.58E-06,0.483146067,2.23E-06,0.238421955,1.28E-06,0.026315789,1.19E-06,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens,Firmicutes_C,Phascolarctobacterium_A succinatutens,TRUE,9.28E-85,84.032425,-0.707017544,96.5210356,VANISH
GUT_GENOME110466.fna,0.075,1.88E-06,0.6,2.38E-06,0.359550562,2.17E-06,0.065180103,1.18E-06,0.001052632,4.12E-07,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp900546925,Bacteroidota,RC9 sp900546925,FALSE,2.61E-84,83.5829953,-0.598947368,96.46035599,VANISH
GUT_GENOME157191.fna,0.066666667,1.79E-06,0.6,1.68E-06,0.378277154,1.91E-06,0.030874786,1.15E-06,0.001052632,1.12E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__,Firmicutes_A,Faecalibacterium sp.,FALSE,2.61E-84,83.5829953,-0.598947368,96.46035599,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_F_3_2652.73.fa,0.053333333,2.28E-06,0.62962963,2.50E-06,0.325842697,2.46E-06,0.006861063,5.55E-07,0.005263158,5.86E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia;s__Marvinbryantia sp900544685,Firmicutes_A,Marvinbryantia sp900544685,FALSE,8.62E-84,83.06451722,-0.624366472,96.39967638,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_L_3_1264.174.fa,0.045555556,1.29E-06,0.592592593,1.32E-06,0.299625468,1.32E-06,0.001715266,2.44E-07,0.001052632,2.76E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__,Firmicutes_A,Anaerobutyricum sp.,TRUE,4.71E-83,82.32694375,-0.591539961,96.3592233,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_J_2_2306.68.fa,0.116666667,4.03E-06,0.62962963,5.98E-06,0.460674157,5.04E-06,0.138936535,2.64E-06,0.006315789,2.02E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp900545245,Bacteroidota,RC9 sp900545245,FALSE,1.24E-82,81.90574906,-0.62331384,96.31877023,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_A_21_1706.216.fa,0.063333333,4.63E-06,0.577777778,6.24E-06,0.38576779,5.04E-06,0.018867925,7.89E-07,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger variabilis_A,Firmicutes_A,Gemmiger variabilis_A,FALSE,1.95E-82,81.70973205,-0.577777778,96.25809061,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_15_RAU1013YZ.128.fa,0.102777778,2.38E-06,0.577777778,3.67E-06,0.370786517,3.23E-06,0.147512864,1.41E-06,0,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900557405,Bacteroidota,Prevotella sp900557405,FALSE,1.95E-82,81.70973205,-0.577777778,96.25809061,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_F_1_1575.109.fa,0.121666667,3.48E-06,0.844444444,5.81E-06,0.494382022,5.11E-06,0.027444254,1.40E-06,0.074736842,9.22E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__,Firmicutes_A,Blautia_A sp.,FALSE,8.75E-82,81.0579744,-0.769707602,96.197411,VANISH
GUT_GENOME124703.fna,0.448333333,2.28E-05,0.933333333,2.33E-05,0.861423221,2.08E-05,0.775300172,2.66E-05,0.131578947,1.28E-05,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A,Bacteroidota,Prevotella copri_A,FALSE,2.53E-81,80.59717061,-0.801754386,96.15695793,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_I_12_1518.68.fa,0.045555556,1.15E-06,0.57037037,1.17E-06,0.299625468,1.15E-06,0.003430532,1.09E-06,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__,Firmicutes_A,Blautia_A sp.,TRUE,3.39E-81,80.46969951,-0.57037037,96.11650485,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_A_4_1104.133.fa,0.24,4.32E-06,0.82962963,4.32E-06,0.61423221,4.26E-06,0.346483705,4.48E-06,0.069473684,3.95E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp003447295,Firmicutes_A,Acetatifactor sp003447295,FALSE,4.87E-81,80.3126406,-0.760155945,96.07605178,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_B_13_1594.256.fa,0.093888889,5.99E-07,0.585185185,7.25E-07,0.333333333,7.04E-07,0.133790738,4.88E-07,0.002105263,2.63E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UBA4644;s__,Firmicutes_A,UBA4644 sp.,FALSE,3.20E-80,79.4954752,-0.583079922,96.03559871,VANISH
GUT_GENOME080845.fna,0.153333333,5.58E-06,0.651851852,6.88E-06,0.441947566,5.99E-06,0.248713551,5.04E-06,0.013684211,7.92E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000834015,Bacteroidota,Prevotella sp000834015,FALSE,1.30E-79,78.88487851,-0.638167641,95.99514563,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_4_2225.347.fa,0.098333333,1.57E-06,0.644444444,2.47E-06,0.415730337,2.08E-06,0.092624357,7.66E-07,0.012631579,5.16E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__,Firmicutes_A,Faecalibacterium sp.,FALSE,3.18E-79,78.49705702,-0.631812865,95.95469256,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_6_1150.86.fa,0.050555556,2.34E-06,0.585185185,2.58E-06,0.310861423,2.50E-06,0.008576329,6.10E-07,0.003157895,9.35E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__,Firmicutes_A,Fusicatenibacter sp.,FALSE,8.25E-79,78.0833863,-0.58202729,95.89401294,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_23_2501.23.fa,0.056111111,4.04E-06,0.585185185,4.64E-06,0.348314607,4.10E-06,0.008576329,1.96E-06,0.003157895,5.73E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__,Firmicutes_A,Blautia_A sp.,TRUE,8.25E-79,78.0833863,-0.58202729,95.89401294,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_A_15_1703.68.fa,0.051111111,1.36E-06,0.555555556,1.51E-06,0.303370787,1.48E-06,0.018867925,4.28E-07,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__,Firmicutes_A,Roseburia sp.,TRUE,9.76E-79,78.01049023,-0.555555556,95.79288026,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_24_1866.118.fa,0.069444444,1.93E-06,0.555555556,2.36E-06,0.382022472,2.22E-06,0.039451115,6.47E-07,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA636;s__UBA636 sp900546285,Firmicutes,UBA636 sp900546285,FALSE,9.76E-79,78.01049023,-0.555555556,95.79288026,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_H_22_2297.142.fa,0.070555556,6.26E-06,0.555555556,8.81E-06,0.352059925,7.27E-06,0.056603774,3.37E-06,0,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000432655,Bacteroidota,RC9 sp000432655,FALSE,9.76E-79,78.01049023,-0.555555556,95.79288026,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_D_15_CHE1003TZ.181.fa,0.113888889,1.25E-06,0.607407407,1.37E-06,0.434456929,1.33E-06,0.140651801,1.13E-06,0.007368421,1.40E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__,Firmicutes_A,Faecalibacterium sp.,TRUE,8.56E-78,77.06769502,-0.600038986,95.71197411,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_8_1525.238.fa,0.067777778,2.08E-06,0.592592593,2.62E-06,0.389513109,2.25E-06,0.022298456,1.25E-06,0.005263158,7.09E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__,Firmicutes_A,Blautia_A sp.,TRUE,1.53E-77,76.81630576,-0.587329435,95.67152104,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_D_2_1542.5.fa,0.052222222,1.91E-06,0.548148148,1.95E-06,0.322097378,2.01E-06,0.013722127,8.33E-07,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA636;s__,Firmicutes,UBA636 sp.,TRUE,1.62E-77,76.79106891,-0.548148148,95.59061489,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_F_16_1210.80.fa,0.063888889,4.14E-06,0.548148148,5.20E-06,0.34082397,4.57E-06,0.041166381,2.52E-06,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2882;s__UBA2882 sp900549665,Firmicutes_A,UBA2882 sp900549665,FALSE,1.62E-77,76.79106891,-0.548148148,95.59061489,VANISH
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_H_9_1235.143.fa,0.065,2.70E-05,0.548148148,3.23E-05,0.34082397,3.02E-05,0.044596913,1.58E-05,0,,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp900541945,Spirochaetota,Treponema_D sp900541945,FALSE,1.62E-77,76.79106891,-0.548148148,95.59061489,VANISH
